ID	Seed	Sample	pdockq	ppv	pdockq2	pae	plddt	ptm	iptm	ranking_score	correct_result
8jle	5	2	0.0804120602598357	0.66728511	[0.010568276356763065, 0.01064124710468876]	[0.13456314132027525, 0.15258312124216372]	[86.6075, 77.53]	0.76	0.15	0.29	1
8jle	5	3	0.0813838977476168	0.66728511	[0.010172607318416212, 0.010840803894589664]	[0.15303434754011963, 0.15687354544825952]	[69.65833333333333, 78.39833333333334]	0.76	0.16	0.3	1
8jle	5	4	0.1047090708758806	0.68635536	[0.012951056463943962, 0.013373702459854364]	[0.20671108960775145, 0.19493644279814631]	[79.62769230769231, 88.02384615384616]	0.79	0.28	0.39	1
8jlg	1	0	0.277842231999907	0.80223507	[0.045664572009759874, 0.029152966147158572]	[0.42474239771905253, 0.362487689003157]	[91.04214285714285, 86.95428571428572]	0.83	0.53	0.61	1
8jlg	1	1	0.2750866079805196	0.80223507	[0.06307872964533821, 0.036121719151162406]	[0.4747487387830066, 0.4014106390664412]	[91.8945, 87.162]	0.83	0.56	0.63	1
8jlg	1	2	0.2886723217806518	0.80223507	[0.037418313760721446, 0.024393420610716324]	[0.3890279098192243, 0.33339391721695505]	[91.37636363636365, 85.5756818181818]	0.82	0.51	0.59	1
8jlg	1	3	0.2566168626760681	0.78549007	[0.06100178789686763, 0.03500122011946221]	[0.47254414221947083, 0.3960147891026465]	[91.24452380952381, 87.08]	0.83	0.55	0.63	1
8jlg	1	4	0.235108658838182	0.77766077	[0.0917667458248647, 0.04978458608706518]	[0.5345477090861864, 0.4575589709878839]	[92.24825, 87.43175]	0.85	0.6	0.67	1
8jlg	2	0	0.0993982695842673	0.66728511	[0.010901703008108755, 0.011503423436188352]	[0.15330515346107093, 0.15607002180009247]	[81.13571428571427, 88.08928571428571]	0.77	0.19	0.33	1
8jlg	2	1	0.1844350839698569	0.74006263	[0.011797887461577686, 0.01122308359489871]	[0.1637475814087011, 0.15963712726776214]	[87.60736842105263, 82.39763157894738]	0.78	0.26	0.38	1
8jlg	2	2	0.2189600115122711	0.77766077	[0.011116772985974237, 0.011559383253481253]	[0.16731775759619427, 0.16359021773570726]	[77.22613636363636, 84.74636363636363]	0.78	0.27	0.39	1
8jlg	2	3	0.2595488494568993	0.78549007	[0.013041133490640774, 0.011872934446142014]	[0.18796494680958953, 0.17476780508141565]	[88.37809523809524, 82.9307142857143]	0.78	0.29	0.41	1
8jlg	2	4	0.1371695281328274	0.70615739	[0.010145559955767465, 0.010566235724288678]	[0.1406737089452717, 0.14351775712901876]	[75.27642857142857, 81.1692857142857]	0.75	0.13	0.27	1
8jlg	3	0	0.2696594870392596	0.80223507	[0.0428165718955687, 0.029025127309203792]	[0.41012367329739197, 0.3649751106969604]	[91.84348837209303, 86.16325581395348]	0.83	0.53	0.61	1
8jlg	3	1	0.2869524454145437	0.80223507	[0.0661748292405656, 0.038645155436289304]	[0.4854350677900848, 0.4149466115156218]	[91.37219512195121, 86.89853658536585]	0.83	0.55	0.62	1
8jlg	3	2	0.2469543061986669	0.78549007	[0.06422040082501385, 0.04002697059031729]	[0.47697513429908356, 0.42017327640690894]	[92.0375675675676, 87.13486486486485]	0.84	0.56	0.64	1
8jlg	3	3	0.2698202598775945	0.80223507	[0.062038803203271035, 0.038447960195866465]	[0.4709819747103019, 0.41124977460953593]	[92.09225, 87.48325]	0.83	0.56	0.63	1
8jlg	3	4	0.2580484259746834	0.78549007	[0.0649564627335754, 0.04091572358349006]	[0.4794611499924621, 0.4246767344210104]	[91.92170731707317, 87.0229268292683]	0.84	0.57	0.64	1
8jlg	4	0	0.0974366079960103	0.66728511	[0.011572818252385085, 0.012480714249529857]	[0.1801919965140827, 0.1835790352114592]	[77.09153846153846, 85.17846153846155]	0.77	0.23	0.35	1
8jlg	4	1	0.0994590895181738	0.66728511	[0.01138804412747501, 0.01206125960936689]	[0.1786236431402771, 0.1741133626487603]	[75.615, 85.33714285714287]	0.77	0.22	0.35	1
8jlg	4	2	0.1774141562168691	0.74006263	[0.009073061057320702, 0.009775836408491074]	[0.10910636796519924, 0.10852397931402506]	[68.16344827586208, 88.31068965517242]	0.75	0.1	0.25	1
8jlg	4	3	0.1121787958668698	0.68635536	[0.012007926494941382, 0.012511508069494356]	[0.19189611951943156, 0.18306171405211963]	[76.896, 85.72200000000001]	0.77	0.24	0.37	1
8jlg	4	4	0.1130730631909577	0.68635536	[0.011373484682629848, 0.01198254576804631]	[0.17542678968169445, 0.17129277743526042]	[76.8175, 85.859375]	0.77	0.22	0.35	1
8jlg	5	0	0.1130417413976271	0.68635536	[0.011312872320386474, 0.011772889510668252]	[0.17210885671788792, 0.16642366134130548]	[77.54947368421054, 85.89999999999999]	0.77	0.21	0.34	1
8jlg	5	1	0.1226535621539076	0.70615739	[0.01125993832626497, 0.011862063530069626]	[0.1697485306129008, 0.16764533115025687]	[77.95866666666667, 86.32666666666667]	0.77	0.21	0.34	1
8jlg	5	2	0.0588207517430556	0.63555449	[0.011414539944455283, 0.011966372452567202]	[0.17204191240695085, 0.1708307136639835]	[78.83230769230771, 85.90846153846154]	0.77	0.22	0.34	1
8jlg	5	3	0.1196999236198836	0.68635536	[0.011101568503047998, 0.011647585800472385]	[0.1661231280410635, 0.16255471528006588]	[77.5794117647059, 86.39470588235292]	0.77	0.2	0.33	1
8jlg	5	4	0.1011486734824565	0.68635536	[0.011491701730531866, 0.01212600488777602]	[0.17597949684069528, 0.17195676925074363]	[77.98499999999999, 87.12357142857142]	0.77	0.22	0.35	1
8k1l	1	0	0.5736532054940081	0.92420274	[0.6381054654377952, 0.5314278922770175]	[0.9383472543756233, 0.9175326104125312]	[89.33777777777779, 86.53902777777778]	0.79	0.8	0.82	1
8k1l	1	1	0.558409029370646	0.91629946	[0.3964808794816595, 0.22749585584550103]	[0.8264737738422366, 0.8123293784626329]	[88.705, 78.15802325581394]	0.79	0.81	0.82	1
8k1l	1	2	0.5445808899416446	0.91629946	[0.4586933652426484, 0.3005070681478436]	[0.8605425628493315, 0.8431517588701253]	[88.57746835443038, 80.9087341772152]	0.79	0.81	0.82	1
8k1l	1	3	0.5622380811061001	0.91629946	[0.6206460099528627, 0.49813303445709567]	[0.9306811390332748, 0.9087854856009596]	[89.30545454545455, 85.79714285714286]	0.79	0.8	0.82	1
8k1l	1	4	0.5535309954507238	0.91629946	[0.22182217021159847, 0.10698994786729003]	[0.7245093247154627, 0.7138935737897275]	[87.05848484848485, 72.33939393939394]	0.79	0.81	0.82	1
8k1l	2	0	0.5673285266058122	0.92420274	[0.3012857742668058, 0.16731389149311593]	[0.779742961236212, 0.7662221414604298]	[87.5465934065934, 76.4112087912088]	0.79	0.81	0.82	1
8k1l	2	1	0.5699762668631131	0.92420274	[0.5486024847641703, 0.4015028193515439]	[0.8986197008356239, 0.8811115986303368]	[89.16848101265823, 83.4812658227848]	0.79	0.81	0.82	1
8k1l	2	2	0.555647093014089	0.91629946	[0.31112762128133115, 0.1687645166117972]	[0.7829433837192554, 0.7677141193440978]	[87.91409090909092, 76.43988636363638]	0.79	0.81	0.82	1
8k1l	2	3	0.5737152765363485	0.92420274	[0.6278519235563622, 0.5083032285909737]	[0.9319270230038632, 0.9120379070527719]	[89.50293333333335, 85.97453333333333]	0.79	0.81	0.82	1
8k1l	2	4	0.5684620791852737	0.92420274	[0.25415595655319956, 0.13117570632307035]	[0.749710396492553, 0.7372771949548692]	[87.14957894736843, 74.27578947368423]	0.79	0.81	0.82	1
8k1l	3	0	0.5322003432100131	0.90952562	[0.2567190191964916, 0.12972837796642178]	[0.7540447051445964, 0.7397977363785846]	[86.87322916666666, 73.791875]	0.79	0.81	0.82	1
8k1l	3	1	0.5791093921033147	0.92420274	[0.18506515483765124, 0.08503937050151243]	[0.6916538474142457, 0.6815346757152805]	[86.9593396226415, 70.66009433962263]	0.79	0.81	0.82	1
8k1l	3	2	0.5929512254248425	0.93172991	[0.6328957637024353, 0.5124846975422079]	[0.9326232897353808, 0.9129288959956808]	[89.65753424657534, 86.08808219178083]	0.79	0.81	0.82	1
8k1l	3	3	0.5881825745912196	0.93172991	[0.6517169606682645, 0.5436182455482836]	[0.9411884074513088, 0.9208193031002475]	[89.65930555555556, 86.79069444444444]	0.79	0.81	0.82	1
8k1l	3	4	0.579379226672432	0.92420274	[0.6489760449661122, 0.5426135752653067]	[0.9405420454243824, 0.9202783827363553]	[89.60183098591547, 86.79563380281688]	0.79	0.8	0.82	1
8k1l	4	0	0.5298082912724061	0.90952562	[0.31217478567363194, 0.17696582690164403]	[0.7911734306826081, 0.7769147418990368]	[87.075, 76.50023255813953]	0.8	0.81	0.83	1
8k1l	4	1	0.5757368454853601	0.92420274	[0.19251186871704315, 0.08866770191710809]	[0.6995893017125132, 0.688377252931647]	[86.87476190476193, 70.87733333333334]	0.8	0.81	0.83	1
8k1l	4	2	0.5771769248663077	0.92420274	[0.616082928899719, 0.4979687598802722]	[0.9292646356825435, 0.9098518135669197]	[89.24014084507044, 85.6887323943662]	0.79	0.8	0.82	1
8k1l	4	3	0.5478838196043345	0.91629946	[0.5205778411956244, 0.3709531018321207]	[0.8878317991057524, 0.8708883391598014]	[88.91285714285713, 82.72363636363636]	0.8	0.81	0.82	1
8k1l	4	4	0.5599317556827693	0.91629946	[0.5526177859384024, 0.40389832354144545]	[0.9002818953823992, 0.882330738454289]	[89.19131578947369, 83.4971052631579]	0.79	0.81	0.82	1
8k1l	5	0	0.5805424489922044	0.92420274	[0.224395114895471, 0.10984760964477173]	[0.7228277411756154, 0.710936203536265]	[87.52308510638298, 73.20521276595744]	0.79	0.81	0.82	1
8k1l	5	1	0.5742564114183643	0.92420274	[0.576446720727176, 0.43147861709338897]	[0.9072632749817431, 0.8898621756880555]	[89.60157894736842, 84.25815789473683]	0.79	0.81	0.82	1
8k1l	5	2	0.5801760891160578	0.92420274	[0.5976563145266895, 0.4607572223433459]	[0.9167881149271497, 0.8985481411113355]	[89.62789473684212, 84.93447368421052]	0.79	0.81	0.82	1
8k1l	5	3	0.5589285019335811	0.91629946	[0.19875498655205798, 0.09468096329171852]	[0.7047766695484976, 0.6961433765121618]	[86.96326315789474, 71.51578947368421]	0.79	0.81	0.83	1
8k1l	5	4	0.5766570617009465	0.92420274	[0.5954488678547015, 0.4578219679669384]	[0.9160507386517636, 0.8974019006195088]	[89.60064935064935, 84.89545454545454]	0.79	0.8	0.82	1
8ogi	1	0	0.7374492470577938	0.98128027	[0.8859384416620625, 0.9165731200402439]	[0.9718010861337392, 0.9772844759024016]	[97.08694968553458, 98.02396226415094]	0.95	0.95	1.03	1
8ogi	1	1	0.7374587143859588	0.98128027	[0.8875897280670068, 0.9210646717350223]	[0.9720285344801705, 0.9781370241865104]	[97.14306709265175, 98.16076677316293]	0.95	0.95	1.03	1
8ogi	1	2	0.7374915217975964	0.98128027	[0.8881290050199407, 0.9168039916799627]	[0.9722615515238671, 0.9771642564643035]	[97.14555900621119, 98.04742236024845]	0.95	0.95	1.04	1
8ogi	1	3	0.7376835728022467	0.98128027	[0.8830968035594383, 0.9186694712595259]	[0.9707600111291018, 0.9773357657882038]	[97.0555900621118, 98.12245341614907]	0.95	0.95	1.03	1
8ogi	1	4	0.7375504311009231	0.98128027	[0.8892783169370897, 0.9187188081594176]	[0.9726604729392413, 0.9782325793414938]	[97.16067901234567, 98.03493827160494]	0.95	0.95	1.04	1
8ogi	2	0	0.7375414760306269	0.98128027	[0.8831799387084047, 0.9171268815041032]	[0.9715075780527119, 0.9774867287691439]	[96.98486068111455, 98.03102167182662]	0.96	0.95	1.03	1
8ogi	2	1	0.7373274538478258	0.98128027	[0.8747299878055352, 0.9147674546710892]	[0.9696874358637055, 0.9764714724840955]	[96.76619496855346, 98.01647798742138]	0.95	0.95	1.03	1
8ogi	2	2	0.7370622034941632	0.98128027	[0.8800029649516313, 0.9110522149212203]	[0.9715133559575436, 0.9764383975148142]	[96.83345394736841, 97.83717105263158]	0.95	0.95	1.03	1
8ogi	2	3	0.7371602314874711	0.98128027	[0.8688653687658363, 0.9100779938324094]	[0.9686060219891157, 0.9753458725319564]	[96.59804487179485, 97.89897435897436]	0.95	0.95	1.03	1
8ogi	2	4	0.7371283346817061	0.98128027	[0.8682444226148069, 0.907299193010955]	[0.968542193608013, 0.9749456825751739]	[96.57526984126984, 97.80314285714284]	0.95	0.95	1.03	1
8ogi	3	0	0.7374505523262238	0.98128027	[0.8768598978102167, 0.9207885219116821]	[0.9697026305141979, 0.9774985253812168]	[96.86531645569622, 98.21117088607593]	0.96	0.95	1.04	1
8ogi	3	1	0.7375120492166419	0.98128027	[0.8843878495527413, 0.9205777841509829]	[0.9719501209049933, 0.9783057148377639]	[96.99817034700315, 98.11968454258675]	0.96	0.95	1.04	1
8ogi	3	2	0.7374488092396143	0.98128027	[0.8835132858713597, 0.9167837159106556]	[0.9716672307849855, 0.9774232856312585]	[96.98478125000001, 98.0204375]	0.95	0.95	1.04	1
8ogi	3	3	0.7374101155231249	0.98128027	[0.8813077760239953, 0.9182678733003284]	[0.9711326091311765, 0.9771728274687781]	[96.93332288401253, 98.11893416927899]	0.95	0.95	1.03	1
8ogi	3	4	0.7372695055672702	0.98128027	[0.8712906107637362, 0.907945686335188]	[0.9690425491891468, 0.9751172940628012]	[96.66847619047618, 97.8175238095238]	0.95	0.95	1.03	1
8ogi	4	0	0.7370629319011632	0.98128027	[0.8591504608824493, 0.903030297645246]	[0.9669007610826383, 0.9740389285113354]	[96.31390879478828, 97.68602605863192]	0.95	0.95	1.03	1
8ogi	4	1	0.7371780452442525	0.98128027	[0.8552993686202162, 0.9013239536390449]	[0.9649565868227317, 0.9727860772393798]	[96.32869009584664, 97.72884984025558]	0.95	0.95	1.03	1
8ogi	4	2	0.7371539226207345	0.98128027	[0.8661280973487135, 0.9046833390688116]	[0.9678825622563019, 0.9744753646565867]	[96.54184713375795, 97.72270700636943]	0.95	0.95	1.03	1
8ogi	4	3	0.7370783149377391	0.98128027	[0.8441583102478509, 0.8945007233457885]	[0.962312829281664, 0.97072085379679]	[96.07710280373831, 97.60604361370717]	0.95	0.95	1.03	1
8ogi	4	4	0.7372855928940051	0.98128027	[0.8584353919712299, 0.9061153709573111]	[0.96558776510543, 0.973778060599652]	[96.41155763239875, 97.86255451713396]	0.95	0.95	1.03	1
8ogi	5	0	0.7375650939345865	0.98128027	[0.8845091648485033, 0.9199045187644804]	[0.9718279701423055, 0.9780016598769712]	[97.01613924050632, 98.11680379746835]	0.96	0.95	1.04	1
8ogi	5	1	0.737335001982384	0.98128027	[0.874480332983088, 0.912193716004069]	[0.9691483725867182, 0.9755296685911118]	[96.80823151125402, 97.98437299035369]	0.95	0.95	1.03	1
8ogi	5	2	0.7375028776573187	0.98128027	[0.8936480781294076, 0.9217876060794031]	[0.9742311525702603, 0.9790419751111674]	[97.21337500000001, 98.10590625]	0.96	0.96	1.03	1
8ogi	5	3	0.7372042068709934	0.98128027	[0.8702964400589823, 0.9024018506706456]	[0.9675336607378865, 0.973099884763182]	[96.77241379310345, 97.74971786833856]	0.95	0.95	1.04	1
8ogi	5	4	0.737220597955654	0.98128027	[0.8748067945226937, 0.9138560626017336]	[0.969519403198214, 0.9761278824990096]	[96.78659163987139, 98.00607717041801]	0.95	0.95	1.03	1
8oiz	1	0	0.6218106104418104	0.9400192	[0.6177045584466552, 0.4791998378940436]	[0.9087107791415563, 0.8932824127941335]	[91.33186666666667, 86.3564]	0.83	0.83	0.84	1
8oiz	1	1	0.6372650199397992	0.96322524	[0.6481138890279726, 0.49097910216503504]	[0.9163523920001501, 0.8956996680435516]	[91.92866666666667, 86.70200000000001]	0.82	0.83	0.83	1
8oiz	1	2	0.6266991936674214	0.95333044	[0.6475344293478863, 0.48582403316551076]	[0.9166425202820407, 0.8943440335069073]	[91.87373333333333, 86.58053333333335]	0.82	0.82	0.83	1
8oiz	1	3	0.6288740489018672	0.95333044	[0.6042170263507902, 0.4749008085421652]	[0.9042105813693835, 0.8917134346864732]	[91.1735064935065, 86.29467532467532]	0.83	0.84	0.84	1
8oiz	1	4	0.626475678403003	0.95333044	[0.6203418766833481, 0.46683862812999344]	[0.9087656168302497, 0.8896259985619236]	[91.4453947368421, 86.09315789473683]	0.82	0.83	0.83	1
8oiz	2	0	0.6171141994019936	0.9400192	[0.6120537103957153, 0.4941598341363385]	[0.9085983314835395, 0.8947389953395056]	[91.08784810126585, 86.95050632911392]	0.83	0.84	0.84	1
8oiz	2	1	0.6293152483788566	0.95333044	[0.5966871203851946, 0.46644330593831146]	[0.9026090319833551, 0.8867046761286922]	[90.99157894736842, 86.35684210526314]	0.83	0.84	0.84	1
8oiz	2	2	0.6336266320035152	0.96322524	[0.6129152541549248, 0.4478641754822913]	[0.9070894841330064, 0.880623760416696]	[91.27837499999998, 85.9995]	0.82	0.83	0.84	1
8oiz	2	3	0.6123956763051829	0.9400192	[0.6042772244166824, 0.48009593299643155]	[0.9068095178146035, 0.89105705726931]	[90.91493333333334, 86.61653333333334]	0.82	0.83	0.84	1
8oiz	2	4	0.6241761472202272	0.9400192	[0.5985846637267056, 0.4655733732273062]	[0.9039874565540522, 0.8847210488231722]	[90.93938271604938, 86.50641975308642]	0.78	0.83	0.83	1
8oiz	3	0	0.626990846538497	0.95333044	[0.6115548818172741, 0.460215992463564]	[0.908215594823554, 0.8853127106897434]	[91.10367088607593, 86.17670886075948]	0.82	0.84	0.84	1
8oiz	3	1	0.6229973660330888	0.9400192	[0.606807343386817, 0.4544165764821375]	[0.9076840189377532, 0.885051023732525]	[90.94202531645566, 85.90607594936706]	0.82	0.84	0.84	1
8oiz	3	2	0.6202471209587086	0.9400192	[0.5723448320420536, 0.40644921641234505]	[0.8972767348896007, 0.8687749185462992]	[90.40879518072288, 84.94132530120481]	0.83	0.84	0.84	1
8oiz	3	3	0.6356013433252561	0.96322524	[0.6033210529635171, 0.45461741665616556]	[0.9047140978598331, 0.8834313913501644]	[91.08200000000001, 86.073875]	0.82	0.84	0.84	1
8oiz	3	4	0.6300373528083005	0.95333044	[0.6371786455217731, 0.45585654326560576]	[0.9138980692082398, 0.8845450700737916]	[91.68631578947368, 86.02894736842104]	0.82	0.84	0.84	1
8oiz	4	0	0.6236230952882503	0.9400192	[0.5593641091694436, 0.4414310722655508]	[0.8939313034841371, 0.8812244863838532]	[90.14128205128206, 85.60641025641029]	0.82	0.84	0.84	1
8oiz	4	1	0.6383310215301639	0.96322524	[0.5603464592535647, 0.40471837909036623]	[0.8940067080985432, 0.8669473984912228]	[90.17965116279073, 85.02430232558137]	0.82	0.84	0.84	1
8oiz	4	2	0.6336473790142628	0.96322524	[0.5766746426012577, 0.46695108370686367]	[0.8997127477336486, 0.8869835385336219]	[90.36405063291137, 86.35531645569618]	0.82	0.84	0.84	1
8oiz	4	3	0.632946877341201	0.96322524	[0.5842601254774721, 0.45573275037141475]	[0.9000043318180898, 0.8844482960314821]	[90.68430379746835, 86.03202531645573]	0.82	0.84	0.84	1
8oiz	4	4	0.6261571206909562	0.95333044	[0.5708068663940855, 0.4174857885775589]	[0.8987573706048757, 0.8729072465705362]	[90.18863636363636, 85.14238636363636]	0.82	0.83	0.84	1
8oiz	5	0	0.6166480026537459	0.9400192	[0.6195165366995504, 0.48953798285868483]	[0.910365568699586, 0.8958923150215103]	[91.24749999999999, 86.61289473684211]	0.83	0.84	0.84	1
8oiz	5	1	0.6372331852411609	0.96322524	[0.6510079851577969, 0.48792526946374404]	[0.9177348134754872, 0.8941695077438584]	[91.91906666666667, 86.70066666666666]	0.82	0.83	0.83	1
8oiz	5	2	0.6233532181071433	0.9400192	[0.6765154315346873, 0.5266012042284807]	[0.9251585394699139, 0.9056408024502255]	[92.30810810810812, 87.44851351351349]	0.82	0.83	0.83	1
8oiz	5	3	0.6226856481660772	0.9400192	[0.6779055609294908, 0.5118930516023187]	[0.9249703457948806, 0.9001856170990927]	[92.38833333333334, 87.2784722222222]	0.82	0.83	0.83	1
8oiz	5	4	0.6273849413525038	0.95333044	[0.67650790766645, 0.5069784359592499]	[0.9241351248670835, 0.900311204230793]	[92.41000000000001, 87.0308]	0.82	0.83	0.83	1
8ozc	1	0	0.7007825548745038	0.98128027	[0.5697241795129087, 0.6575742339692684]	[0.9015397481704022, 0.9021239580542537]	[89.86028368794325, 93.80709219858156]	0.9	0.88	0.89	1
8ozc	1	1	0.7003034599586611	0.98128027	[0.5661102353109824, 0.6536708644890535]	[0.9016667202490438, 0.9022960232460795]	[89.68055944055943, 93.61244755244756]	0.9	0.88	0.89	1
8ozc	1	2	0.6980316587897817	0.98128027	[0.5023135848443645, 0.6208726616047722]	[0.8830511999031139, 0.8883069219202676]	[88.50316901408452, 93.57598591549295]	0.9	0.87	0.88	1
8ozc	1	3	0.7026187533273496	0.98128027	[0.49199295886160577, 0.647014703797177]	[0.8821272371821827, 0.8984267380452695]	[88.08629139072846, 93.7128476821192]	0.9	0.88	0.89	1
8ozc	1	4	0.7062075740765974	0.98128027	[0.5521826063195336, 0.6602224912455648]	[0.9005905342274454, 0.9061915336518016]	[89.14045751633985, 93.50542483660132]	0.9	0.88	0.89	1
8ozc	2	0	0.6963984580897787	0.98128027	[0.5706669726796376, 0.6543085469079518]	[0.9030707140248894, 0.9028832094642193]	[89.7514184397163, 93.5804255319149]	0.9	0.87	0.88	1
8ozc	2	1	0.7022974316893543	0.98128027	[0.4942403063305293, 0.645139703351626]	[0.8826577846164172, 0.898981757936659]	[88.1446052631579, 93.56973684210527]	0.9	0.88	0.89	1
8ozc	2	2	0.6985350481897052	0.98128027	[0.5097695450036193, 0.618713717970319]	[0.8868393151473669, 0.8892664395976645]	[88.48875862068968, 93.37544827586207]	0.9	0.87	0.88	1
8ozc	2	3	0.6995456422007679	0.98128027	[0.5803478377424499, 0.6583549143393768]	[0.9058596250866424, 0.9049284425460431]	[89.91915492957747, 93.55161971830985]	0.89	0.87	0.88	1
8ozc	2	4	0.701380229257173	0.98128027	[0.5847545062046581, 0.65283649798946]	[0.9048128356399768, 0.9022755998562347]	[90.22500000000001, 93.57678082191781]	0.9	0.88	0.89	1
8ozc	3	0	0.6936981312948828	0.98128027	[0.5796340732225058, 0.6633966155259492]	[0.9076422956656706, 0.9073597986924131]	[89.70992957746479, 93.52795774647886]	0.89	0.87	0.88	1
8ozc	3	1	0.6907646302400865	0.98128027	[0.5919092065539415, 0.6691311693696372]	[0.9090291630528167, 0.9102595449335412]	[90.13199999999999, 93.48742857142858]	0.9	0.87	0.88	1
8ozc	3	2	0.6893595518094506	0.98128027	[0.3148943003934115, 0.4844346359145279]	[0.8292040805207205, 0.8357753394827443]	[83.2674834437086, 92.57470198675496]	0.89	0.87	0.87	1
8ozc	3	3	0.7015634398868953	0.98128027	[0.5827702554574513, 0.6726127262433752]	[0.9062587663657676, 0.9065953946673729]	[89.99035714285715, 94.02221428571428]	0.9	0.88	0.89	1
8ozc	3	4	0.700471657279005	0.98128027	[0.5531646828826381, 0.635398981571718]	[0.8973619530420851, 0.895393830960693]	[89.50712328767123, 93.49979452054794]	0.9	0.88	0.89	1
8ozc	4	0	0.7008238224486241	0.98128027	[0.5488899030355077, 0.6532258867384799]	[0.8962950411706057, 0.8992105033726487]	[89.41324324324324, 93.91344594594594]	0.9	0.88	0.89	1
8ozc	4	1	0.7035226515794707	0.98128027	[0.6219674122333758, 0.684011228224537]	[0.9151256547429668, 0.9123314412439192]	[90.8826896551724, 93.94193103448276]	0.9	0.88	0.89	1
8ozc	4	2	0.6986961267067769	0.98128027	[0.5341745221123866, 0.6365167086943616]	[0.8925042067745367, 0.8961894986015334]	[89.09650684931508, 93.4678082191781]	0.89	0.87	0.88	1
8ozc	4	3	0.70118742762159	0.98128027	[0.5768031915020612, 0.6593824902955429]	[0.9043939621981097, 0.9031362559280791]	[89.90222222222222, 93.78375]	0.9	0.88	0.89	1
8ozc	4	4	0.703106600268477	0.98128027	[0.6236258739684881, 0.6795831230702701]	[0.9165353701225912, 0.9123845204767472]	[90.81707482993198, 93.73795918367347]	0.9	0.88	0.89	1
8ozc	5	0	0.7035367472431786	0.98128027	[0.48388617258817895, 0.6269405806907585]	[0.8802813030478325, 0.8929988647566556]	[87.8668, 93.3628]	0.9	0.88	0.89	1
8ozc	5	1	0.7021675909783168	0.98128027	[0.5690321563207402, 0.6552510158707876]	[0.9031700037721012, 0.9020476885672263]	[89.66616438356165, 93.70979452054794]	0.9	0.88	0.89	1
8ozc	5	2	0.7007256001101128	0.98128027	[0.6190191771521916, 0.677541677671969]	[0.914362074493127, 0.9096088097846643]	[90.82636363636362, 93.93223776223776]	0.9	0.88	0.89	1
8ozc	5	3	0.7003826235422953	0.98128027	[0.6038079938877101, 0.6757038925507335]	[0.9107385410081233, 0.9090868325531762]	[90.50151079136691, 93.90352517985612]	0.9	0.88	0.89	1
8ozc	5	4	0.7012401076260715	0.98128027	[0.5769839613255396, 0.6639790678470374]	[0.9042944522193473, 0.9042067510447092]	[89.92041666666667, 93.88041666666666]	0.9	0.88	0.89	1
8qci	1	0	0.573741275458227	0.92420274	[0.6174243348353076, 0.8513862590176288]	[0.9133396667224173, 0.9665452969686853]	[90.85639999999998, 95.9892]	0.88	0.94	0.95	1
8qci	1	1	0.5628220443475836	0.91629946	[0.4875533435344825, 0.7957605162209559]	[0.8787775489625288, 0.9472230277267399]	[88.20066666666666, 95.3868]	0.86	0.93	0.94	1
8qci	1	2	0.5631434313984228	0.91629946	[0.5447223360606192, 0.8233628821934431]	[0.8955502695580065, 0.95526720204668]	[89.29160000000002, 95.82906666666665]	0.87	0.93	0.94	1
8qci	1	3	0.5740250685567533	0.92420274	[0.5399532992870822, 0.8166753956672905]	[0.8904702297727818, 0.9547327175181244]	[89.57486842105264, 95.57842105263157]	0.87	0.94	0.94	1
8qci	1	4	0.5606074995616398	0.91629946	[0.5076140140151998, 0.7969974339973666]	[0.8823466819597869, 0.947999376271736]	[88.83386666666665, 95.3644]	0.86	0.93	0.93	1
8qci	2	0	0.5711250780414792	0.92420274	[0.6251575095945269, 0.8447144152843862]	[0.9172051271711289, 0.9655663396904156]	[90.8191891891892, 95.7789189189189]	0.87	0.94	0.94	1
8qci	2	1	0.5548788844936017	0.91629946	[0.542869865702468, 0.8170212903331089]	[0.8955171535972406, 0.9544086554721576]	[89.20763157894737, 95.62657894736843]	0.87	0.93	0.94	1
8qci	2	2	0.5576692512703838	0.91629946	[0.5696873748480413, 0.8244659285641741]	[0.9059444576500832, 0.957591944955032]	[89.42169014084506, 95.64661971830988]	0.86	0.93	0.94	1
8qci	2	3	0.5625057199606045	0.91629946	[0.5653624115829565, 0.8058601904689928]	[0.8984428343751092, 0.9534647200971681]	[89.96763157894735, 95.21605263157893]	0.85	0.93	0.94	1
8qci	2	4	0.552675984984538	0.91629946	[0.43059129786900263, 0.7464262039759963]	[0.864603989719577, 0.9291257660363761]	[86.67186666666669, 95.01013333333334]	0.85	0.92	0.93	1
8qci	3	0	0.5664442880764343	0.92420274	[0.5565317728555816, 0.834533346685908]	[0.8965439740450907, 0.9594701755616385]	[89.746301369863, 95.91876712328767]	0.88	0.93	0.94	1
8qci	3	1	0.562288417598962	0.91629946	[0.527420705741534, 0.8226522784144352]	[0.886910647602428, 0.9553483857161452]	[89.33466666666668, 95.78853333333333]	0.88	0.93	0.94	1
8qci	3	2	0.5764350743069103	0.92420274	[0.6218064292361692, 0.8504237853986181]	[0.9110701261701464, 0.9653801499474081]	[91.28, 96.06054794520549]	0.88	0.94	0.95	1
8qci	3	3	0.549763056917306	0.91629946	[0.49115066411591973, 0.8085060935330822]	[0.8798159060777909, 0.9502552677414684]	[88.27581081081081, 95.65743243243243]	0.87	0.93	0.93	1
