clean_query	multimer_frac_tm0.0	multimer_frac_tm0.6	multimer_frac_tm0.9	multimer_frac_tm0.8	multimer_frac_tm0.1	multimer_frac_tm0.2	multimer_frac_tm0.3	multimer_frac_tm0.4	multimer_frac_tm0.5	multimer_frac_tm0.7	hm_frac_tm0.0	hm_frac_tm0.6	hm_frac_tm0.9	hm_frac_tm0.8	hm_frac_tm0.5	hm_frac_tm0.4	hm_frac_tm0.1	hm_frac_tm0.2	hm_frac_tm0.3	hm_frac_tm0.7	highest_match_all_hits	highest_tm_all_hits	stoich_all_hits	highest_match_multimers	highest_tm_multimers	stoich_multimers	highest_match_homomultimers	highest_tm_homomultimers	category	stoich_homomultimers	max_iptm	min_iptm	avg_iptm	max_rc	min_rc	avg_rc	pdbid_x	structural_consensus	correct_result	pdbid_y	num_contacts_with_max_n_models	num_unique_contacts	mean_contacts_across_predictions	min_contacts_across_predictions	best_num_residue_contacts	best_if_residues	best_plddt_max	best_pae_min	best_contact_score_max	ID	buried_apolar_area	buried_polar_area	total_interaction_area	fraction_buried_apolar_area	fraction_buried_polar_area
7zs8	0.7404	0.8644	1.0	0.875	0.7404	0.7404	0.7683	0.8644	0.8644	0.9074	0.2885	0.3559	1.0	0.875	0.3559	0.3559	0.2885	0.2885	0.2561	0.3889	4aam-assembly1_A	0.9422	homodimer	4aam-assembly1_A	0.9422	homodimer	4aam-assembly1_A	0.9422	homodimer	homodimer	0.9372454	0.92848325	0.932898882	0.9398023003836282	0.9315835334218676	0.9356632595779898	7zs8	0.9984951666666666	1	7zs8	84.0	153.0	110.0	101.0	115.0	86.0	98.0	0.9543407	1814.0	7zs8	1953.2492	1266.5396	3219.7876	0.6066391460107493	0.3933612266846422
7zya	0.6404	0.0986	0.0	0.0909	0.6404	0.6404	0.6357	0.6275	0.5112	0.0816	0.5651	0.0704	0.0	0.0455	0.4607	0.5725	0.5651	0.5651	0.5643	0.0408	2uy5-assembly1	0.9024	monomer	1ta3-assembly1_A	0.8324	heterodimer	4b16-assembly1_A	0.8198	monomer	homodimer	0.7913153	0.13621777	0.432139884	0.8088532794004331	0.2182278408401939	0.4847688109583263	7zya	0.7492347833333334	0	7zya	1.0	161.0	32.0	0.0	61.0	51.0	90.0	3.1878014	646.0	7zya	833.3556000000003	714.6091999999999	1547.9652	0.538355513418519	0.4616442281777393
8a1f	0.6476	1.0	0.0	0.0	0.6476	0.6476	0.6236	0.5501	0.5333	0.0	0.0925	1.0	0.0	0.0	0.1467	0.1289	0.0925	0.0925	0.0985	0.0	5l73-assembly1_A	0.6007	homodimer	5l73-assembly1_A	0.6007	homodimer	5l73-assembly1_A	0.6007	homodimer	homodimer	0.52873325	0.11724963	0.2246300008	0.5626519533409112	0.1935425322912243	0.2895269997485243	8a1f	0.7878117166666666	1	8a1f	36.0	78.0	10.0	0.0	65.0	59.0	88.0	8.449516	391.0	8a1f	1481.438400000001	1281.8008000000004	2763.239199999999	0.5361238361123428	0.4638761638876579
8a21	0.7849	0.4792	0.0	0.0	0.7849	0.776	0.7244	0.5882	0.5278	0.1053	0.5183	0.4792	0.0	0.0	0.5278	0.5588	0.5183	0.5385	0.6608	0.1053	5t41-assembly1	0.9946	monomer	1l7o-assembly3_B	0.715	homodimer	1l7o-assembly3_B	0.715	homodimer	homodimer	0.88665766	0.8581253	0.8752499831999999	0.8898447920593666	0.8621710735825551	0.8788420110057656	8a21	0.9980051333333334	1	8a21	176.0	253.0	214.0	201.0	216.0	160.0	97.0	0.91441756	1742.0	8a21	4258.1192	2237.3956	6495.511200000001	0.6555479728831811	0.3444525813457145
8a5f	0.2897	0.0658	0.0	0.0	0.2897	0.2853	0.0577	0.0376	0.0391	0.1154	0.1215	0.0658	0.0	0.0	0.0391	0.0376	0.1215	0.1223	0.0529	0.1154	4unf-assembly1	0.994	monomer	1kea-assembly2_A	0.7751	homodimer	1kea-assembly2_A	0.7751	monomer	homodimer	0.17390224	0.12027557	0.14073282184	0.2409807622622471	0.1963733343177021	0.2139608543302493	8a5f	0.77073235	0	8a5f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8a5f	607.8776000000001	520.8935999999998	1128.7712	0.5385303948222635	0.4614696051777364
8a5l_A	0.5182	0.3918	0.2432	0.2889	0.5182	0.5172	0.5104	0.4268	0.4373	0.377	0.3097	0.1696	0.1081	0.1556	0.3333	0.3232	0.3097	0.3083	0.3	0.1311	6umb-assembly2	0.9832	monomer	8jye-assembly1_D	0.9234	heteromultimer_3_or_more_copies	4n7u-assembly2_A	0.9095	neg_heterodimer	homodimer	0.47298977	0.081918634	0.2225771897199999	0.518929280003759	0.1673673416849647	0.293052725013276	8a5l_A	0.6067626333333334	0	8a5l_A	4.0	96.0	16.0	0.0	47.0	38.0	89.0	8.012328	197.0	8a5l_A	840.7072000000001	916.2891999999998	1756.996	0.4784912430079522	0.5215089846533515
8a5z	0.955	0.9541	1.0	0.9892	0.955	0.955	0.9543	0.9528	0.9536	0.9894	0.8626	0.9358	1.0	0.9785	0.9286	0.8553	0.8626	0.8626	0.8654	0.9787	6toe-assembly1_A	0.9532	homodimer	6toe-assembly1_A	0.9532	homodimer	6toe-assembly1_A	0.9532	homodimer	homodimer	0.93885374	0.8956957	0.929185176	0.9372092065143398	0.8940888664176954	0.9275616669337788	8a5z	0.9833196	1	8a5z	238.0	334.0	272.0	263.0	274.0	190.0	99.0	0.86252433	3068.0	8a5z	6116.298400000001	1902.2364	8018.5376	0.7627698097967391	0.2372298410124061
8a6v	0.9272	0.9796	0.986	0.9875	0.9272	0.9272	0.9516	0.9582	0.9582	0.9863	0.8257	0.9186	0.986	0.9502	0.8989	0.8989	0.8257	0.8257	0.8758	0.9268	4kpd-assembly1_A-2	0.9784	homodimer	4kpd-assembly1_A-2	0.9784	homodimer	4kpd-assembly1_A-2	0.9784	homodimer	homodimer	0.9300992	0.91550577	0.9236733916	0.932227252171256	0.9186461432104815	0.9261768353268408	8a6v	0.9979758333333334	1	8a6v	120.0	142.0	133.0	126.0	133.0	105.0	99.0	0.9615829	1928.0	8a6v	3010.0136	1646.9692000000005	4656.984	0.6463439857212309	0.3536557566012682
8a76	0.0885	0.0774	0.0605	0.0478	0.0885	0.0885	0.0865	0.0867	0.0858	0.0513	0.0861	0.0774	0.0605	0.0478	0.0858	0.0855	0.0861	0.0861	0.0854	0.0512	6q2y-assembly1	0.9987	monomer	3sfp-assembly5_D-2	0.9854	homodimer	3sfp-assembly5_D-2	0.9854	homodimer	homodimer	0.24717003	0.1022865	0.1832844783999999	0.3139247665922803	0.1840872197224569	0.256099270621849	8a76	0.6011787	1	8a76	1.0	68.0	5.0	0.0	31.0	28.0	72.0	9.945245	126.0	8a76	1551.9412	1334.9151999999997	2886.852799999999	0.5375893083291259	0.4624119387036291
8a8d	0.8474	0.963	0.0	0.9091	0.8474	0.8557	0.9157	0.958	0.9652	0.9615	0.6399	0.963	0.0	0.9091	0.9652	0.958	0.6399	0.6701	0.908	0.9615	4dnx-assembly1_A	0.8924	homodimer	4dnx-assembly1_A	0.8924	homodimer	4dnx-assembly1_A	0.8924	homodimer	homodimer	0.89218235	0.8433912	0.8674291556	0.8970780162973251	0.849598978306617	0.8735517432595126	8a8d	0.9961224666666666	1	8a8d	68.0	102.0	83.0	78.0	87.0	62.0	98.0	1.0725336	1253.0	8a8d	1294.2551999999998	895.1880000000003	2189.4448	0.5911339714981626	0.4088652977229663
8a8i	0.4642	0.2637	0.975	0.2371	0.4642	0.4642	0.4625	0.3939	0.3354	0.2929	0.447	0.2585	0.975	0.2371	0.3191	0.3797	0.447	0.447	0.4453	0.2929	4uth-assembly1	0.9978	monomer	7o0t-assembly1_A	0.9618	homodimer	7o0t-assembly1_A	0.9618	homodimer	homodimer	0.9268919	0.9122591	0.9211148976	0.9282023104429792	0.9157692081177012	0.9240165057457528	8a8i	0.991561	1	8a8i	82.0	125.0	98.0	91.0	106.0	76.0	99.0	0.93481517	1857.0	8a8i	2380.6512	1066.1571999999994	3446.8104000000003	0.6906823769592896	0.3093170427941146
8a90	0.3302	1.0	1.0	1.0	0.3302	0.3293	0.1927	0.1463	0.85	1.0	0.298	1.0	1.0	1.0	0.85	0.1222	0.298	0.297	0.1628	1.0	4jo0-assembly1_A	0.9381	homodimer	4jo0-assembly1_A	0.9381	homodimer	4jo0-assembly1_A	0.9381	homodimer	homodimer	0.9378015	0.93598354	0.9369662536	0.9404212301379148	0.9386192815546348	0.9396243824222508	8a90	0.9994399333333334	1	8a90	183.0	222.0	196.0	189.0	205.0	153.0	98.0	0.86401147	1672.0	8a90	3106.6624000000006	2786.5848	5893.2476000000015	0.5271562660968122	0.472843666028897
8a9n	0.562	0.7292	1.0	1.0	0.562	0.562	0.562	0.5622	0.5615	0.7745	0.4348	0.5648	1.0	1.0	0.4353	0.4362	0.4348	0.4348	0.4348	0.6176	2eui-assembly1_B	0.9034	homodimer	2eui-assembly1_B	0.9034	homodimer	2eui-assembly1_B	0.9034	homodimer	homodimer	0.90181535	0.86510533	0.8914135292	0.9014541535156504	0.8695741633452034	0.8926375582566284	8a9n	0.9973184666666668	1	8a9n	173.0	221.0	196.0	185.0	203.0	118.0	99.0	0.7973824	1591.0	8a9n	3142.3140000000003	2030.5752	5172.8888	0.6074582542737049	0.3925418230525273
8ad7	0.5354	0.3851	0.2432	0.3043	0.5354	0.5354	0.5163	0.498	0.4429	0.3043	0.4904	0.3818	0.2432	0.3043	0.431	0.4551	0.4904	0.4904	0.471	0.3043	6h43-assembly1	0.9991	monomer	2wes-assembly1_A	0.9215	homodimer	2wes-assembly1_A	0.9215	homodimer	homodimer	0.93036455	0.90587544	0.9182337508	0.9321158687702552	0.9093831639928884	0.9209351256166468	8ad7	0.9981567666666668	1	8ad7	74.0	160.0	115.0	106.0	116.0	91.0	98.0	1.0014842	1257.0	8ad7	2047.475600000001	1464.1872	3511.6636	0.5830500393033093	0.4169497328844369
8aew	0.972	0.9848	1.0	1.0	0.972	0.972	0.972	0.972	0.9719	1.0	0.9626	0.9746	1.0	1.0	0.9625	0.9626	0.9626	0.9626	0.9626	1.0	6k8v-assembly1_B	0.9349	homodimer	6k8v-assembly1_B	0.9349	homodimer	6k8v-assembly1_B	0.9349	homodimer	homodimer	0.9452069	0.93474025	0.9411829236	0.9474780529665764	0.9366313345645252	0.9436636005624832	8aew	0.9984236333333334	1	8aew	112.0	205.0	138.0	132.0	139.0	102.0	99.0	0.9051113	2033.0	8aew	2127.3952000000004	1669.1536	3796.550800000001	0.5603494624647193	0.4396500107413285
8agf	0.5137	0.125	0.0	0.1176	0.5137	0.5118	0.3885	0.2198	0.2024	0.125	0.3765	0.125	0.0	0.1176	0.2024	0.1978	0.3765	0.374	0.293	0.125	2ora-assembly1	0.9904	monomer	8k55-assembly1_A	0.8466	homodimer	8k55-assembly1_A	0.8466	monomer	homodimer	0.37072593	0.15166761	0.2097983308	0.4284224680094761	0.23097648658697	0.2834948226759758	8agf	0.6554589333333334	0	8agf	5.0	64.0	5.0	0.0	37.0	42.0	83.0	11.050749	72.0	8agf	1160.468	1046.4883999999995	2206.9544	0.52582327935729	0.4741776268689556
8agq	0.9178	0.9174	0.8286	0.9175	0.9178	0.9178	0.9176	0.9176	0.9174	0.9197	0.8224	0.8218	0.7714	0.8254	0.8218	0.8221	0.8224	0.8224	0.8221	0.8222	5f05-assembly2_C	0.9555	homodimer	5f05-assembly2_C	0.9555	homodimer	5f05-assembly2_C	0.9555	homodimer	homodimer	0.9462003	0.9415658	0.9439618636	0.9477774893803	0.9432721106204084	0.9456296242776384	8agq	0.9994729333333332	1	8agq	76.0	78.0	78.0	76.0	78.0	62.0	99.0	0.8776798	2079.0	8agq	1925.3316000000004	754.6048000000001	2679.9376	0.7184240409179677	0.2815755113104126
8ah6	0.4753	0.4468	0.0	0.5656	0.4753	0.4753	0.4753	0.4753	0.4673	0.5422	0.1059	0.113	0.0	0.0769	0.1085	0.1059	0.1059	0.1059	0.1059	0.1351	8ah5-assembly1	0.9854	monomer	8bpm-assembly1_D	0.8817	homomultimer	8bpm-assembly1_D	0.8817	homodimer	homomultimer	0.18988046	0.06827158	0.10609671528	0.2587827961339024	0.1506806696217459	0.1844448440243404	8ah6	0.6034657499999999	1	8ah6	1.0	21.0	2.0	0.0	16.0	12.0	88.0	11.268153	308.0	8ah6	921.5872	788.7655999999998	1710.3548000000003	0.5388280840910903	0.4611707465608888
8ahe	0.7041	0.5376	0.6	0.8462	0.7041	0.7041	0.6786	0.5872	0.5388	0.642	0.5452	0.4677	0.6	0.8462	0.4417	0.5134	0.5452	0.5452	0.5698	0.5926	8ahf-assembly1_B-2	0.9997	homodimer	8ahf-assembly1_B-2	0.9997	homodimer	8ahf-assembly1_B-2	0.9997	homodimer	homodimer	0.86262774	0.8355265	0.8495611148000001	0.8653676720675307	0.8384832633870021	0.8521788636546974	8ahe	0.9941295666666669	1	8ahe	96.0	102.0	101.0	100.0	102.0	78.0	99.0	0.93472475	1262.0	8ahe	2021.864	927.7120000000004	2949.5772	0.6854758709146516	0.3145237222473785
8ahr	0.9202	0.9474	0.0	0.9916	0.9202	0.9211	0.9436	0.9476	0.9474	0.9524	0.681	0.9474	0.0	0.9916	0.9474	0.9476	0.681	0.694	0.9385	0.9524	7p7x-assembly1_A	0.897	homodimer	7p7x-assembly1_A	0.897	homodimer	7p7x-assembly1_A	0.897	homodimer	homodimer	0.9431331	0.9300141	0.9376629588	0.9436144899556216	0.9306655403475346	0.9381873836896534	8ahr	0.9991604666666668	1	8ahr	113.0	170.0	140.0	124.0	149.0	96.0	99.0	0.8383379	1181.0	8ahr	2597.8752000000004	1248.4476000000002	3846.3199999999993	0.6754183739262466	0.3245823540423055
8ahy_B	0.6798	0.5983	0.0	0.4048	0.6798	0.6798	0.6838	0.7114	0.6127	0.5111	0.0836	0.1368	0.0	0.0476	0.1197	0.0557	0.0836	0.0836	0.0598	0.1778	4ov2-assembly2	0.9067	monomer	4by5-assembly2_A-3	0.8905	homodimer	4by5-assembly2_A-3	0.8905	neg_heterodimer	homodimer	0.56162536	0.13790828	0.25102726	0.5543435472691761	0.2017714846748177	0.3055363877015652	8ahy_B	0.6794322333333334	0	8ahy_B	1.0	278.0	14.0	0.0	113.0	82.0	86.0	3.888627	379.0	8ahy_B	1969.5988	1041.5876	3011.1872	0.6540937740436729	0.3459059602803838
8ajp	0.5326	0.4803	0.0	0.0	0.5326	0.5326	0.5326	0.5297	0.5305	0.4	0.4752	0.4189	0.0	0.0	0.4791	0.4734	0.4752	0.4752	0.4752	0.16	3lcc-assembly1	0.8215	monomer	3h2b-assembly1_B	0.759	homodimer	3h2b-assembly1_B	0.759	monomer	homodimer	0.7664647	0.110144675	0.33745321404	0.7665402139909414	0.1870436445754511	0.3832201803400031	8ajp	0.7342847	0	8ajp	2.0	176.0	43.0	0.0	129.0	96.0	92.0	1.8865643	733.0	8ajp	1593.0687999999996	872.9027999999997	2465.972	0.6460206360818369	0.3539792017103194
8ajx	0.9697	1.0	1.0	1.0	0.9697	0.9688	0.9759	0.9913	1.0	1.0	0.7778	0.9907	1.0	1.0	0.973	0.952	0.7778	0.8021	0.8835	0.9767	3n2s-assembly1_B	0.9433	homodimer	3n2s-assembly1_B	0.9433	homodimer	3n2s-assembly1_B	0.9433	homodimer	homodimer	0.9602344	0.9565565	0.9583656164	0.960564559073215	0.9569218942979776	0.9586667037486772	8ajx	0.9991603333333332	1	8ajx	323.0	353.0	341.0	336.0	341.0	232.0	99.0	0.7857503	1413.0	8ajx	6446.2704	3010.7028	9456.9744	0.681641942480039	0.3183579306294833
8akp	0.7023	0.3846	0.0	0.0	0.7023	0.7023	0.691	0.648	0.6654	0.0526	0.5611	0.3846	0.0	0.0	0.5677	0.5607	0.5611	0.5611	0.5992	0.0526	4wts-assembly1_A	0.8529	monomer	1aq0-assembly1_B	0.7397	homodimer	1aq0-assembly1_B	0.7397	monomer	homodimer	0.68144697	0.18905821	0.320007854	0.707768382365613	0.2641790671781274	0.3826223605216328	8akp	0.7113369166666667	0	8akp	1.0	180.0	22.0	0.0	96.0	61.0	93.0	5.7707553	276.0	8akp	1035.9052	877.8695999999999	1913.7720000000008	0.5412897670150884	0.4587116960641077
8alk_A	0.5324	0.0556	0.0	0.0	0.5324	0.529	0.3115	0.2593	0.0698	0.0	0.4317	0.0556	0.0	0.0	0.0698	0.2593	0.4317	0.4348	0.2951	0.0	8anp-assembly2	0.9751	monomer	6ae9-assembly1_A	0.6112	homodimer	6ae9-assembly1_A	0.6112	neg_heterodimer	homodimer	0.34059983	0.11631412	0.151850254	0.397174423515484	0.1962546068314096	0.2270148215906638	8alk_A	0.5925938833333333	0	8alk_A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8alk_A	2718.8099999999995	1909.6272	4628.437600000001	0.587414206470019	0.4125857071077288
8als_A	0.9227	0.9269	0.25	0.9772	0.9227	0.9227	0.9224	0.9224	0.927	0.932	0.8813	0.8848	0.25	0.962	0.885	0.8809	0.8813	0.8813	0.8809	0.8897	2f8f-assembly2_B-2	0.9887	homodimer	2f8f-assembly2_B-2	0.9887	homodimer	2f8f-assembly2_B-2	0.9887	neg_heterodimer	homodimer	0.9407729	0.91896755	0.9363754996	0.9423893212641224	0.9210832158678902	0.938045515657684	8als_A	0.9980374333333332	0	8als_A	56.0	70.0	65.0	58.0	66.0	54.0	99.0	0.860642	1507.0	8als_A	1451.8272	944.3996000000002	2396.228	0.6058802417799977	0.3941192574329322
8are_A	0.394	0.3087	0.9167	0.3574	0.394	0.394	0.2978	0.3002	0.2946	0.3132	0.1538	0.0137	0.0139	0.0114	0.0155	0.0387	0.1538	0.1538	0.0578	0.0144	8ay0-assembly2	0.9519	monomer	3zs6-assembly1_A	0.9437	heterodimer	3o9p-assembly2_A-2	0.9375	neg_heterodimer	homomultimer	0.6354598	0.15789132	0.2581974144	0.6648576897282683	0.2315778180861666	0.322199791689691	8are_A	0.7451669333333334	0	8are_A	5.0	109.0	9.0	0.0	52.0	50.0	92.0	6.205353	230.0	8are_A	1223.3212000000003	1485.7184000000002	2709.0396	0.4515700693337965	0.5484299306662038
8ate	0.4646	0.3591	0.0882	0.3063	0.4646	0.4567	0.449	0.3609	0.3609	0.2821	0.3049	0.3412	0.0882	0.2973	0.3432	0.3432	0.3049	0.3076	0.3469	0.2643	6jqh-assembly2	0.9568	monomer	7e2v-assembly1_A	0.9499	homodimer	7e2v-assembly1_A	0.9499	monomer	homodimer	0.19535536	0.14741096	0.171992848	0.2709053482007401	0.2265134919826655	0.2495279224048441	8ate	0.64785455	0	8ate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8ate	1328.8704	1037.2436000000002	2366.1152	0.5616254018401134	0.4383740909994579
8avh	0.8346	0.9426	0.0	1.0	0.8346	0.8346	0.8099	0.8088	0.872	1.0	0.4719	0.9426	0.0	1.0	0.748	0.6275	0.4719	0.4719	0.544	1.0	1tz0-assembly1_B	0.8839	homomultimer	1tz0-assembly1_B	0.8839	homomultimer	1tz0-assembly1_B	0.8839	homodimer	homomultimer	0.89453185	0.8754045	0.8847385668	0.8950809565854665	0.8763629555898474	0.8854065750063583	8avh	0.9945777333333332	1	8avh	98.0	131.0	118.0	105.0	123.0	82.0	99.0	0.7903919	1750.0	8avh	1869.1136000000004	1473.8112	3342.9248	0.5591252306961857	0.4408747693038144
8avk	0.7589	0.9474	0.9362	0.9472	0.7589	0.7598	0.9444	0.9474	0.9474	0.9474	0.631	0.834	0.8936	0.8374	0.834	0.834	0.631	0.6366	0.8175	0.834	1xre-assembly1_A	0.9677	homodimer	1xre-assembly1_A	0.9677	homodimer	1xre-assembly1_A	0.9677	homodimer	homodimer	0.92092687	0.8941233	0.9151702992	0.9240418950866268	0.8997092640119616	0.9188364037282182	8avk	0.9987825333333332	1	8avk	40.0	59.0	46.0	42.0	50.0	38.0	99.0	0.9819467	1283.0	8avk	1143.8155999999997	507.7404	1651.5552000000005	0.6925687981848861	0.3074316862070367
8awz	0.8771	0.8868	1.0	0.7808	0.8771	0.8771	0.8762	0.8773	0.8837	0.896	0.8037	0.8132	1.0	0.5068	0.8105	0.8048	0.8037	0.8037	0.8041	0.8132	6hjs-assembly1_A	0.9273	homodimer	6hjs-assembly1_A	0.9273	homodimer	6hjs-assembly1_A	0.9273	homodimer	homodimer	0.92468464	0.9129554	0.9203497196	0.925897445416883	0.914200623983915	0.9217359077209484	8awz	0.9933119333333332	1	8awz	51.0	66.0	55.0	53.0	60.0	46.0	99.0	0.9212542	1401.0	8awz	1362.2144	644.3144000000002	2006.5280000000005	0.6788912988007143	0.3211090998979332
8axj	0.6638	0.7851	0.0	0.0	0.6638	0.6638	0.6643	0.6081	0.5548	1.0	0.1518	0.0165	0.0	0.0	0.0283	0.0573	0.1518	0.1518	0.1441	0.0	3jb9-assembly1_j	0.7301	heteromultimer_1_copy	3jb9-assembly1_j	0.7301	heteromultimer_1_copy	1fo1-assembly1_B	0.6242	monomer	homodimer	0.40904227	0.121596985	0.2264861798	0.4577663000218847	0.1999937972436104	0.2940009691929694	8axj	0.6597588833333333	0	8axj	10.0	152.0	21.0	0.0	48.0	38.0	90.0	9.341879	149.0	8axj	497.7452000000001	658.3379999999999	1156.0839999999998	0.4305441473110952	0.5694551606976656
8azb	0.4788	0.311	0.0	0.3443	0.4788	0.4769	0.3473	0.3366	0.3061	0.3147	0.2173	0.0134	0.0	0.0164	0.0132	0.0639	0.2173	0.2171	0.0862	0.0147	1rkm-assembly1	0.918	monomer	5u4o-assembly1_A-2	0.8815	homodimer	5u4o-assembly1_A-2	0.8815	monomer	homodimer	0.20250961	0.15643291	0.1785525576	0.2568781441972694	0.224786549545392	0.2404280352752421	8azb	0.7300877333333333	0	8azb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8azb	1649.3336000000002	1320.0019999999995	2969.3372	0.555455136587384	0.4445443245718268
8b1v	0.9564	0.9576	0.8636	0.9798	0.9564	0.9564	0.9564	0.9564	0.955	0.9576	0.9359	0.939	0.8182	0.974	0.9365	0.9359	0.9359	0.9359	0.9359	0.939	7cgu-assembly1	0.9691	monomer	2cf5-assembly1_A-2	0.9403	homodimer	2cf5-assembly1_A-2	0.9403	homodimer	homodimer	0.9099437	0.8937614	0.9017318868	0.912751134353876	0.8973230986374219	0.9048290972005196	8b1v	0.9931390333333332	1	8b1v	87.0	114.0	102.0	99.0	106.0	68.0	98.0	0.92884755	1381.0	8b1v	1705.9792000000004	760.0244	2466.0040000000004	0.6917990400664396	0.308200797727822
8b2d	0.8498	0.5086	1.0	0.9	0.8498	0.8498	0.8566	0.8326	0.7806	0.9655	0.7141	0.5086	1.0	0.9	0.7129	0.6799	0.7141	0.7141	0.7274	0.9655	5gsn-assembly1_C-2	0.9854	homodimer	5gsn-assembly1_C-2	0.9854	homodimer	5gsn-assembly1_C-2	0.9854	homodimer	homodimer	0.9107648	0.89421856	0.9032069808	0.9141883554591488	0.8989084786683617	0.90704784927434	8b2d	0.9896735833333332	1	8b2d	96.0	132.0	115.0	106.0	126.0	102.0	98.0	1.183828	1869.0	8b2d	1983.4172	1611.1428000000003	3594.5616000000005	0.5517827820783485	0.4482167728047838
8b31	0.8693	0.8822	0.6	0.9	0.8693	0.8693	0.8757	0.8736	0.8725	0.8354	0.7547	0.7613	0.6	0.85	0.7535	0.7582	0.7547	0.7547	0.7622	0.8101	7o2n-assembly1_B-2	0.912	homodimer	7o2n-assembly1_B-2	0.912	homodimer	7o2n-assembly1_B-2	0.912	homodimer	homodimer	0.89533937	0.84399116	0.8771000931999999	0.8979894923196502	0.8467799995726181	0.8798473044895119	8b31	0.9962463333333332	1	8b31	140.0	158.0	147.0	140.0	150.0	116.0	98.0	1.0236282	1980.0	8b31	3258.3884000000003	1307.1416000000002	4565.53	0.7136933499506083	0.2863066500493919
8b3y	0.4373	0.1705	0.0	0.1463	0.4373	0.4373	0.4231	0.2417	0.2177	0.0842	0.2122	0.1567	0.0	0.1463	0.2036	0.2154	0.2122	0.2122	0.2082	0.0774	8ag9-assembly1	0.9998	monomer	3mmw-assembly6_D	0.8026	homodimer	3mmw-assembly6_D	0.8026	monomer	homodimer	0.40939066	0.11617088	0.2226258734	0.4640618168842517	0.1998633970993722	0.2959428914197549	8b3y	0.6845324833333334	0	8b3y	5.0	9.0	1.0	0.0	8.0	14.0	90.0	13.640796	83.0	8b3y	1278.9052	1088.3672	2367.274	0.5402438416507763	0.4597554824663304
8b4u	0.465	0.3235	0.7143	0.8125	0.465	0.465	0.465	0.465	0.4699	0.4065	0.4236	0.3211	0.7143	0.8125	0.4293	0.4236	0.4236	0.4236	0.4236	0.4065	8b9s-assembly1_B	0.9158	homodimer	8b9s-assembly1_B	0.9158	homodimer	8b9s-assembly1_B	0.9158	monomer	homodimer	0.91860664	0.9142176	0.9165729992	0.9205614721886788	0.9164639631703386	0.9186800073911237	8b4u	0.9951943333333334	0	8b4u	86.0	99.0	91.0	88.0	94.0	74.0	99.0	0.9491823	1806.0	8b4u	1220.2136	1293.9616	2514.1752	0.485333559888746	0.514666440111254
8b5e	0.5745	0.5612	0.0	0.3902	0.5745	0.5745	0.574	0.5724	0.5709	0.5641	0.4846	0.5186	0.0	0.3902	0.4839	0.4834	0.4846	0.4846	0.4852	0.5567	4la9-assembly1	0.9868	monomer	5ehm-assembly1_B	0.8111	homodimer	5ehm-assembly1_B	0.8111	homodimer	homodimer	0.27786934	0.10983833	0.1917887969999999	0.3338933452475438	0.1915845155262416	0.2615297614869626	8b5e	0.6626238833333333	1	8b5e	1.0	14.0	1.0	0.0	9.0	13.0	71.0	14.223679	106.0	8b5e	756.1500000000003	726.2036000000002	1482.3511999999994	0.5101017896433724	0.4898998294061491
8b5m	0.3326	0.1627	0.0	0.0	0.3326	0.3295	0.3051	0.2974	0.2646	0.093	0.2466	0.1388	0.0	0.0	0.2154	0.241	0.2466	0.2455	0.2276	0.093	4ayq-assembly1	0.9975	monomer	7ag4-assembly1_F	0.7204	homomultimer	7ag4-assembly1_F	0.7204	monomer	homomultimer	0.34594527	0.12247813	0.1651652092	0.4057535016348936	0.205358006143929	0.2432874446815526	8b5m	0.6953838833333333	0	8b5m	16.0	16.0	1.0	0.0	16.0	20.0	79.0	12.457354	81.0	8b5m	818.6651999999999	690.2155999999997	1508.8807999999997	0.5425645286228045	0.4574354713771955
8b5s_B	0.6305	0.5507	0.0	0.4565	0.6305	0.6298	0.6279	0.5201	0.5649	0.4371	0.5333	0.4565	0.0	0.4565	0.4773	0.431	0.5333	0.5324	0.5328	0.404	8b62-assembly2	0.9839	monomer	3c4q-assembly3_B-7	0.8363	homomultimer	3c4q-assembly3_B-7	0.8363	neg_heterodimer	homomultimer	0.14317909	0.12663367	0.132540796	0.2189208027585526	0.20054318379376	0.2065438922258758	8b5s_B	0.6952907500000001	0	8b5s_B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8b5s_B	1694.41	1084.2664000000002	2778.6768	0.6097902426075608	0.3902096134390299
8b5v	0.6845	0.3519	0.5556	0.4545	0.6845	0.6845	0.6526	0.658	0.5593	0.3939	0.5192	0.3056	0.5556	0.4545	0.5311	0.6245	0.5192	0.5192	0.5798	0.3333	3f9r-assembly1	0.9803	monomer	6cfu-assembly1_A-2	0.9385	homodimer	6cfu-assembly1_A-2	0.9385	homodimer	homodimer	0.8500522	0.80566084	0.8307986907999999	0.8524400886918911	0.8084341818425731	0.8332128962268293	8b5v	0.9821382666666666	1	8b5v	69.0	91.0	83.0	77.0	87.0	52.0	99.0	0.89733493	1588.0	8b5v	1128.91	1022.6360000000002	2151.5468	0.5246969296693895	0.4753026985050941
